,geometry
3840,"POLYGON ((1007374.7326173766 5261546.968451931, 1007374.7326173766 5262746.968451931, 1006174.7326173766 5262746.968451931, 1006174.7326173766 5261546.968451931, 1007374.7326173766 5261546.968451931))"
3841,"POLYGON ((1007374.7326173766 5262746.968451931, 1007374.7326173766 5263946.968451931, 1006174.7326173766 5263946.968451931, 1006174.7326173766 5262746.968451931, 1007374.7326173766 5262746.968451931))"
3842,"POLYGON ((1007374.7326173766 5263946.968451931, 1007374.7326173766 5265146.968451931, 1006174.7326173766 5265146.968451931, 1006174.7326173766 5263946.968451931, 1007374.7326173766 5263946.968451931))"
3843,"POLYGON ((1007374.7326173766 5265146.968451931, 1007374.7326173766 5266346.968451931, 1006174.7326173766 5266346.968451931, 1006174.7326173766 5265146.968451931, 1007374.7326173766 5265146.968451931))"
3844,"POLYGON ((1007374.7326173766 5266346.968451931, 1007374.7326173766 5267546.968451931, 1006174.7326173766 5267546.968451931, 1006174.7326173766 5266346.968451931, 1007374.7326173766 5266346.968451931))"
3845,"POLYGON ((1007374.7326173766 5267546.968451931, 1007374.7326173766 5268746.968451931, 1006174.7326173766 5268746.968451931, 1006174.7326173766 5267546.968451931, 1007374.7326173766 5267546.968451931))"
3846,"POLYGON ((1008574.7326173766 5075546.968451931, 1008574.7326173766 5076746.968451931, 1007374.7326173766 5076746.968451931, 1007374.7326173766 5075546.968451931, 1008574.7326173766 5075546.968451931))"
3847,"POLYGON ((1008574.7326173766 5076746.968451931, 1008574.7326173766 5077946.968451931, 1007374.7326173766 5077946.968451931, 1007374.7326173766 5076746.968451931, 1008574.7326173766 5076746.968451931))"
3848,"POLYGON ((1008574.7326173766 5077946.968451931, 1008574.7326173766 5079146.968451931, 1007374.7326173766 5079146.968451931, 1007374.7326173766 5077946.968451931, 1008574.7326173766 5077946.968451931))"
3849,"POLYGON ((1008574.7326173766 5079146.968451931, 1008574.7326173766 5080346.968451931, 1007374.7326173766 5080346.968451931, 1007374.7326173766 5079146.968451931, 1008574.7326173766 5079146.968451931))"
3850,"POLYGON ((1008574.7326173766 5080346.968451931, 1008574.7326173766 5081546.968451931, 1007374.7326173766 5081546.968451931, 1007374.7326173766 5080346.968451931, 1008574.7326173766 5080346.968451931))"
3851,"POLYGON ((1008574.7326173766 5259146.968451931, 1008574.7326173766 5260346.968451931, 1007374.7326173766 5260346.968451931, 1007374.7326173766 5259146.968451931, 1008574.7326173766 5259146.968451931))"
3852,"POLYGON ((1008574.7326173766 5260346.968451931, 1008574.7326173766 5261546.968451931, 1007374.7326173766 5261546.968451931, 1007374.7326173766 5260346.968451931, 1008574.7326173766 5260346.968451931))"
3853,"POLYGON ((1008574.7326173766 5261546.968451931, 1008574.7326173766 5262746.968451931, 1007374.7326173766 5262746.968451931, 1007374.7326173766 5261546.968451931, 1008574.7326173766 5261546.968451931))"
3854,"POLYGON ((1008574.7326173766 5262746.968451931, 1008574.7326173766 5263946.968451931, 1007374.7326173766 5263946.968451931, 1007374.7326173766 5262746.968451931, 1008574.7326173766 5262746.968451931))"
3855,"POLYGON ((1008574.7326173766 5263946.968451931, 1008574.7326173766 5265146.968451931, 1007374.7326173766 5265146.968451931, 1007374.7326173766 5263946.968451931, 1008574.7326173766 5263946.968451931))"
3856,"POLYGON ((1008574.7326173766 5265146.968451931, 1008574.7326173766 5266346.968451931, 1007374.7326173766 5266346.968451931, 1007374.7326173766 5265146.968451931, 1008574.7326173766 5265146.968451931))"
3857,"POLYGON ((1008574.7326173766 5266346.968451931, 1008574.7326173766 5267546.968451931, 1007374.7326173766 5267546.968451931, 1007374.7326173766 5266346.968451931, 1008574.7326173766 5266346.968451931))"
3858,"POLYGON ((1008574.7326173766 5267546.968451931, 1008574.7326173766 5268746.968451931, 1007374.7326173766 5268746.968451931, 1007374.7326173766 5267546.968451931, 1008574.7326173766 5267546.968451931))"
3859,"POLYGON ((1009774.7326173766 5075546.968451931, 1009774.7326173766 5076746.968451931, 1008574.7326173766 5076746.968451931, 1008574.7326173766 5075546.968451931, 1009774.7326173766 5075546.968451931))"
3860,"POLYGON ((1009774.7326173766 5076746.968451931, 1009774.7326173766 5077946.968451931, 1008574.7326173766 5077946.968451931, 1008574.7326173766 5076746.968451931, 1009774.7326173766 5076746.968451931))"
3861,"POLYGON ((1009774.7326173766 5077946.968451931, 1009774.7326173766 5079146.968451931, 1008574.7326173766 5079146.968451931, 1008574.7326173766 5077946.968451931, 1009774.7326173766 5077946.968451931))"
3862,"POLYGON ((1009774.7326173766 5079146.968451931, 1009774.7326173766 5080346.968451931, 1008574.7326173766 5080346.968451931, 1008574.7326173766 5079146.968451931, 1009774.7326173766 5079146.968451931))"
3863,"POLYGON ((1009774.7326173766 5080346.968451931, 1009774.7326173766 5081546.968451931, 1008574.7326173766 5081546.968451931, 1008574.7326173766 5080346.968451931, 1009774.7326173766 5080346.968451931))"
3864,"POLYGON ((1009774.7326173766 5081546.968451931, 1009774.7326173766 5082746.968451931, 1008574.7326173766 5082746.968451931, 1008574.7326173766 5081546.968451931, 1009774.7326173766 5081546.968451931))"
3865,"POLYGON ((1009774.7326173766 5260346.968451931, 1009774.7326173766 5261546.968451931, 1008574.7326173766 5261546.968451931, 1008574.7326173766 5260346.968451931, 1009774.7326173766 5260346.968451931))"
3866,"POLYGON ((1009774.7326173766 5265146.968451931, 1009774.7326173766 5266346.968451931, 1008574.7326173766 5266346.968451931, 1008574.7326173766 5265146.968451931, 1009774.7326173766 5265146.968451931))"
3867,"POLYGON ((1009774.7326173766 5266346.968451931, 1009774.7326173766 5267546.968451931, 1008574.7326173766 5267546.968451931, 1008574.7326173766 5266346.968451931, 1009774.7326173766 5266346.968451931))"
3868,"POLYGON ((1009774.7326173766 5267546.968451931, 1009774.7326173766 5268746.968451931, 1008574.7326173766 5268746.968451931, 1008574.7326173766 5267546.968451931, 1009774.7326173766 5267546.968451931))"
3869,"POLYGON ((1010974.7326173766 5068346.968451931, 1010974.7326173766 5069546.968451931, 1009774.7326173766 5069546.968451931, 1009774.7326173766 5068346.968451931, 1010974.7326173766 5068346.968451931))"
3870,"POLYGON ((1010974.7326173766 5069546.968451931, 1010974.7326173766 5070746.968451931, 1009774.7326173766 5070746.968451931, 1009774.7326173766 5069546.968451931, 1010974.7326173766 5069546.968451931))"
3871,"POLYGON ((1010974.7326173766 5070746.968451931, 1010974.7326173766 5071946.968451931, 1009774.7326173766 5071946.968451931, 1009774.7326173766 5070746.968451931, 1010974.7326173766 5070746.968451931))"
3872,"POLYGON ((1010974.7326173766 5071946.968451931, 1010974.7326173766 5073146.968451931, 1009774.7326173766 5073146.968451931, 1009774.7326173766 5071946.968451931, 1010974.7326173766 5071946.968451931))"
3873,"POLYGON ((1010974.7326173766 5075546.968451931, 1010974.7326173766 5076746.968451931, 1009774.7326173766 5076746.968451931, 1009774.7326173766 5075546.968451931, 1010974.7326173766 5075546.968451931))"
3874,"POLYGON ((1010974.7326173766 5076746.968451931, 1010974.7326173766 5077946.968451931, 1009774.7326173766 5077946.968451931, 1009774.7326173766 5076746.968451931, 1010974.7326173766 5076746.968451931))"
3875,"POLYGON ((1010974.7326173766 5077946.968451931, 1010974.7326173766 5079146.968451931, 1009774.7326173766 5079146.968451931, 1009774.7326173766 5077946.968451931, 1010974.7326173766 5077946.968451931))"
3876,"POLYGON ((1010974.7326173766 5080346.968451931, 1010974.7326173766 5081546.968451931, 1009774.7326173766 5081546.968451931, 1009774.7326173766 5080346.968451931, 1010974.7326173766 5080346.968451931))"
3877,"POLYGON ((1010974.7326173766 5081546.968451931, 1010974.7326173766 5082746.968451931, 1009774.7326173766 5082746.968451931, 1009774.7326173766 5081546.968451931, 1010974.7326173766 5081546.968451931))"
3878,"POLYGON ((1010974.7326173766 5082746.968451931, 1010974.7326173766 5083946.968451931, 1009774.7326173766 5083946.968451931, 1009774.7326173766 5082746.968451931, 1010974.7326173766 5082746.968451931))"
3879,"POLYGON ((1010974.7326173766 5265146.968451931, 1010974.7326173766 5266346.968451931, 1009774.7326173766 5266346.968451931, 1009774.7326173766 5265146.968451931, 1010974.7326173766 5265146.968451931))"
3880,"POLYGON ((1010974.7326173766 5266346.968451931, 1010974.7326173766 5267546.968451931, 1009774.7326173766 5267546.968451931, 1009774.7326173766 5266346.968451931, 1010974.7326173766 5266346.968451931))"
3881,"POLYGON ((1010974.7326173766 5267546.968451931, 1010974.7326173766 5268746.968451931, 1009774.7326173766 5268746.968451931, 1009774.7326173766 5267546.968451931, 1010974.7326173766 5267546.968451931))"
3882,"POLYGON ((1010974.7326173766 5268746.968451931, 1010974.7326173766 5269946.968451931, 1009774.7326173766 5269946.968451931, 1009774.7326173766 5268746.968451931, 1010974.7326173766 5268746.968451931))"
3883,"POLYGON ((1012174.7326173766 5068346.968451931, 1012174.7326173766 5069546.968451931, 1010974.7326173766 5069546.968451931, 1010974.7326173766 5068346.968451931, 1012174.7326173766 5068346.968451931))"
3884,"POLYGON ((1012174.7326173766 5069546.968451931, 1012174.7326173766 5070746.968451931, 1010974.7326173766 5070746.968451931, 1010974.7326173766 5069546.968451931, 1012174.7326173766 5069546.968451931))"
3885,"POLYGON ((1012174.7326173766 5070746.968451931, 1012174.7326173766 5071946.968451931, 1010974.7326173766 5071946.968451931, 1010974.7326173766 5070746.968451931, 1012174.7326173766 5070746.968451931))"
3886,"POLYGON ((1012174.7326173766 5071946.968451931, 1012174.7326173766 5073146.968451931, 1010974.7326173766 5073146.968451931, 1010974.7326173766 5071946.968451931, 1012174.7326173766 5071946.968451931))"
3887,"POLYGON ((1012174.7326173766 5073146.968451931, 1012174.7326173766 5074346.968451931, 1010974.7326173766 5074346.968451931, 1010974.7326173766 5073146.968451931, 1012174.7326173766 5073146.968451931))"
3888,"POLYGON ((1012174.7326173766 5074346.968451931, 1012174.7326173766 5075546.968451931, 1010974.7326173766 5075546.968451931, 1010974.7326173766 5074346.968451931, 1012174.7326173766 5074346.968451931))"
3889,"POLYGON ((1012174.7326173766 5075546.968451931, 1012174.7326173766 5076746.968451931, 1010974.7326173766 5076746.968451931, 1010974.7326173766 5075546.968451931, 1012174.7326173766 5075546.968451931))"
3890,"POLYGON ((1012174.7326173766 5076746.968451931, 1012174.7326173766 5077946.968451931, 1010974.7326173766 5077946.968451931, 1010974.7326173766 5076746.968451931, 1012174.7326173766 5076746.968451931))"
3891,"POLYGON ((1012174.7326173766 5077946.968451931, 1012174.7326173766 5079146.968451931, 1010974.7326173766 5079146.968451931, 1010974.7326173766 5077946.968451931, 1012174.7326173766 5077946.968451931))"
3892,"POLYGON ((1012174.7326173766 5266346.968451931, 1012174.7326173766 5267546.968451931, 1010974.7326173766 5267546.968451931, 1010974.7326173766 5266346.968451931, 1012174.7326173766 5266346.968451931))"
3893,"POLYGON ((1012174.7326173766 5267546.968451931, 1012174.7326173766 5268746.968451931, 1010974.7326173766 5268746.968451931, 1010974.7326173766 5267546.968451931, 1012174.7326173766 5267546.968451931))"
3894,"POLYGON ((1012174.7326173766 5268746.968451931, 1012174.7326173766 5269946.968451931, 1010974.7326173766 5269946.968451931, 1010974.7326173766 5268746.968451931, 1012174.7326173766 5268746.968451931))"
3895,"POLYGON ((1012174.7326173766 5269946.968451931, 1012174.7326173766 5271146.968451931, 1010974.7326173766 5271146.968451931, 1010974.7326173766 5269946.968451931, 1012174.7326173766 5269946.968451931))"
3896,"POLYGON ((1013374.7326173766 5068346.968451931, 1013374.7326173766 5069546.968451931, 1012174.7326173766 5069546.968451931, 1012174.7326173766 5068346.968451931, 1013374.7326173766 5068346.968451931))"
3897,"POLYGON ((1013374.7326173766 5069546.968451931, 1013374.7326173766 5070746.968451931, 1012174.7326173766 5070746.968451931, 1012174.7326173766 5069546.968451931, 1013374.7326173766 5069546.968451931))"
3898,"POLYGON ((1013374.7326173766 5070746.968451931, 1013374.7326173766 5071946.968451931, 1012174.7326173766 5071946.968451931, 1012174.7326173766 5070746.968451931, 1013374.7326173766 5070746.968451931))"
3899,"POLYGON ((1013374.7326173766 5071946.968451931, 1013374.7326173766 5073146.968451931, 1012174.7326173766 5073146.968451931, 1012174.7326173766 5071946.968451931, 1013374.7326173766 5071946.968451931))"
3900,"POLYGON ((1013374.7326173766 5073146.968451931, 1013374.7326173766 5074346.968451931, 1012174.7326173766 5074346.968451931, 1012174.7326173766 5073146.968451931, 1013374.7326173766 5073146.968451931))"
3901,"POLYGON ((1013374.7326173766 5074346.968451931, 1013374.7326173766 5075546.968451931, 1012174.7326173766 5075546.968451931, 1012174.7326173766 5074346.968451931, 1013374.7326173766 5074346.968451931))"
3902,"POLYGON ((1013374.7326173766 5075546.968451931, 1013374.7326173766 5076746.968451931, 1012174.7326173766 5076746.968451931, 1012174.7326173766 5075546.968451931, 1013374.7326173766 5075546.968451931))"
3903,"POLYGON ((1013374.7326173766 5076746.968451931, 1013374.7326173766 5077946.968451931, 1012174.7326173766 5077946.968451931, 1012174.7326173766 5076746.968451931, 1013374.7326173766 5076746.968451931))"
3904,"POLYGON ((1013374.7326173766 5077946.968451931, 1013374.7326173766 5079146.968451931, 1012174.7326173766 5079146.968451931, 1012174.7326173766 5077946.968451931, 1013374.7326173766 5077946.968451931))"
3905,"POLYGON ((1013374.7326173766 5267546.968451931, 1013374.7326173766 5268746.968451931, 1012174.7326173766 5268746.968451931, 1012174.7326173766 5267546.968451931, 1013374.7326173766 5267546.968451931))"
3906,"POLYGON ((1013374.7326173766 5268746.968451931, 1013374.7326173766 5269946.968451931, 1012174.7326173766 5269946.968451931, 1012174.7326173766 5268746.968451931, 1013374.7326173766 5268746.968451931))"
3907,"POLYGON ((1013374.7326173766 5269946.968451931, 1013374.7326173766 5271146.968451931, 1012174.7326173766 5271146.968451931, 1012174.7326173766 5269946.968451931, 1013374.7326173766 5269946.968451931))"
3908,"POLYGON ((1013374.7326173766 5271146.968451931, 1013374.7326173766 5272346.968451931, 1012174.7326173766 5272346.968451931, 1012174.7326173766 5271146.968451931, 1013374.7326173766 5271146.968451931))"
3909,"POLYGON ((1014574.7326173766 5073146.968451931, 1014574.7326173766 5074346.968451931, 1013374.7326173766 5074346.968451931, 1013374.7326173766 5073146.968451931, 1014574.7326173766 5073146.968451931))"
3910,"POLYGON ((1014574.7326173766 5074346.968451931, 1014574.7326173766 5075546.968451931, 1013374.7326173766 5075546.968451931, 1013374.7326173766 5074346.968451931, 1014574.7326173766 5074346.968451931))"
3911,"POLYGON ((1014574.7326173766 5075546.968451931, 1014574.7326173766 5076746.968451931, 1013374.7326173766 5076746.968451931, 1013374.7326173766 5075546.968451931, 1014574.7326173766 5075546.968451931))"
3912,"POLYGON ((1014574.7326173766 5076746.968451931, 1014574.7326173766 5077946.968451931, 1013374.7326173766 5077946.968451931, 1013374.7326173766 5076746.968451931, 1014574.7326173766 5076746.968451931))"
3913,"POLYGON ((1014574.7326173766 5077946.968451931, 1014574.7326173766 5079146.968451931, 1013374.7326173766 5079146.968451931, 1013374.7326173766 5077946.968451931, 1014574.7326173766 5077946.968451931))"
3914,"POLYGON ((1014574.7326173766 5268746.968451931, 1014574.7326173766 5269946.968451931, 1013374.7326173766 5269946.968451931, 1013374.7326173766 5268746.968451931, 1014574.7326173766 5268746.968451931))"
3915,"POLYGON ((1014574.7326173766 5269946.968451931, 1014574.7326173766 5271146.968451931, 1013374.7326173766 5271146.968451931, 1013374.7326173766 5269946.968451931, 1014574.7326173766 5269946.968451931))"
3916,"POLYGON ((1014574.7326173766 5271146.968451931, 1014574.7326173766 5272346.968451931, 1013374.7326173766 5272346.968451931, 1013374.7326173766 5271146.968451931, 1014574.7326173766 5271146.968451931))"
3917,"POLYGON ((1014574.7326173766 5272346.968451931, 1014574.7326173766 5273546.968451931, 1013374.7326173766 5273546.968451931, 1013374.7326173766 5272346.968451931, 1014574.7326173766 5272346.968451931))"
3918,"POLYGON ((1015774.7326173766 5075546.968451931, 1015774.7326173766 5076746.968451931, 1014574.7326173766 5076746.968451931, 1014574.7326173766 5075546.968451931, 1015774.7326173766 5075546.968451931))"
3919,"POLYGON ((1015774.7326173766 5076746.968451931, 1015774.7326173766 5077946.968451931, 1014574.7326173766 5077946.968451931, 1014574.7326173766 5076746.968451931, 1015774.7326173766 5076746.968451931))"
3920,"POLYGON ((1015774.7326173766 5077946.968451931, 1015774.7326173766 5079146.968451931, 1014574.7326173766 5079146.968451931, 1014574.7326173766 5077946.968451931, 1015774.7326173766 5077946.968451931))"
3921,"POLYGON ((1015774.7326173766 5269946.968451931, 1015774.7326173766 5271146.968451931, 1014574.7326173766 5271146.968451931, 1014574.7326173766 5269946.968451931, 1015774.7326173766 5269946.968451931))"
3922,"POLYGON ((1015774.7326173766 5271146.968451931, 1015774.7326173766 5272346.968451931, 1014574.7326173766 5272346.968451931, 1014574.7326173766 5271146.968451931, 1015774.7326173766 5271146.968451931))"
3923,"POLYGON ((1015774.7326173766 5272346.968451931, 1015774.7326173766 5273546.968451931, 1014574.7326173766 5273546.968451931, 1014574.7326173766 5272346.968451931, 1015774.7326173766 5272346.968451931))"
3924,"POLYGON ((1016974.7326173766 5269946.968451931, 1016974.7326173766 5271146.968451931, 1015774.7326173766 5271146.968451931, 1015774.7326173766 5269946.968451931, 1016974.7326173766 5269946.968451931))"
3925,"POLYGON ((1016974.7326173766 5271146.968451931, 1016974.7326173766 5272346.968451931, 1015774.7326173766 5272346.968451931, 1015774.7326173766 5271146.968451931, 1016974.7326173766 5271146.968451931))"
3926,"POLYGON ((1016974.7326173766 5272346.968451931, 1016974.7326173766 5273546.968451931, 1015774.7326173766 5273546.968451931, 1015774.7326173766 5272346.968451931, 1016974.7326173766 5272346.968451931))"
3927,"POLYGON ((1018174.7326173766 5269946.968451931, 1018174.7326173766 5271146.968451931, 1016974.7326173766 5271146.968451931, 1016974.7326173766 5269946.968451931, 1018174.7326173766 5269946.968451931))"
3928,"POLYGON ((1018174.7326173766 5271146.968451931, 1018174.7326173766 5272346.968451931, 1016974.7326173766 5272346.968451931, 1016974.7326173766 5271146.968451931, 1018174.7326173766 5271146.968451931))"
3929,"POLYGON ((1018174.7326173766 5272346.968451931, 1018174.7326173766 5273546.968451931, 1016974.7326173766 5273546.968451931, 1016974.7326173766 5272346.968451931, 1018174.7326173766 5272346.968451931))"
3930,"POLYGON ((1018174.7326173766 5273546.968451931, 1018174.7326173766 5274746.968451931, 1016974.7326173766 5274746.968451931, 1016974.7326173766 5273546.968451931, 1018174.7326173766 5273546.968451931))"
3931,"POLYGON ((1019374.7326173766 5271146.968451931, 1019374.7326173766 5272346.968451931, 1018174.7326173766 5272346.968451931, 1018174.7326173766 5271146.968451931, 1019374.7326173766 5271146.968451931))"
3932,"POLYGON ((1019374.7326173766 5272346.968451931, 1019374.7326173766 5273546.968451931, 1018174.7326173766 5273546.968451931, 1018174.7326173766 5272346.968451931, 1019374.7326173766 5272346.968451931))"
3933,"POLYGON ((1019374.7326173766 5273546.968451931, 1019374.7326173766 5274746.968451931, 1018174.7326173766 5274746.968451931, 1018174.7326173766 5273546.968451931, 1019374.7326173766 5273546.968451931))"
3934,"POLYGON ((1020574.7326173766 5271146.968451931, 1020574.7326173766 5272346.968451931, 1019374.7326173766 5272346.968451931, 1019374.7326173766 5271146.968451931, 1020574.7326173766 5271146.968451931))"
3935,"POLYGON ((1020574.7326173766 5272346.968451931, 1020574.7326173766 5273546.968451931, 1019374.7326173766 5273546.968451931, 1019374.7326173766 5272346.968451931, 1020574.7326173766 5272346.968451931))"
3936,"POLYGON ((1020574.7326173766 5273546.968451931, 1020574.7326173766 5274746.968451931, 1019374.7326173766 5274746.968451931, 1019374.7326173766 5273546.968451931, 1020574.7326173766 5273546.968451931))"
3937,"POLYGON ((1021774.7326173766 5269946.968451931, 1021774.7326173766 5271146.968451931, 1020574.7326173766 5271146.968451931, 1020574.7326173766 5269946.968451931, 1021774.7326173766 5269946.968451931))"
3938,"POLYGON ((1021774.7326173766 5271146.968451931, 1021774.7326173766 5272346.968451931, 1020574.7326173766 5272346.968451931, 1020574.7326173766 5271146.968451931, 1021774.7326173766 5271146.968451931))"
3939,"POLYGON ((1021774.7326173766 5272346.968451931, 1021774.7326173766 5273546.968451931, 1020574.7326173766 5273546.968451931, 1020574.7326173766 5272346.968451931, 1021774.7326173766 5272346.968451931))"
3940,"POLYGON ((1021774.7326173766 5273546.968451931, 1021774.7326173766 5274746.968451931, 1020574.7326173766 5274746.968451931, 1020574.7326173766 5273546.968451931, 1021774.7326173766 5273546.968451931))"
3941,"POLYGON ((1022974.7326173766 5269946.968451931, 1022974.7326173766 5271146.968451931, 1021774.7326173766 5271146.968451931, 1021774.7326173766 5269946.968451931, 1022974.7326173766 5269946.968451931))"
3942,"POLYGON ((1022974.7326173766 5271146.968451931, 1022974.7326173766 5272346.968451931, 1021774.7326173766 5272346.968451931, 1021774.7326173766 5271146.968451931, 1022974.7326173766 5271146.968451931))"
3943,"POLYGON ((1022974.7326173766 5272346.968451931, 1022974.7326173766 5273546.968451931, 1021774.7326173766 5273546.968451931, 1021774.7326173766 5272346.968451931, 1022974.7326173766 5272346.968451931))"
3944,"POLYGON ((1024174.7326173766 5269946.968451931, 1024174.7326173766 5271146.968451931, 1022974.7326173766 5271146.968451931, 1022974.7326173766 5269946.968451931, 1024174.7326173766 5269946.968451931))"
3945,"POLYGON ((1024174.7326173766 5271146.968451931, 1024174.7326173766 5272346.968451931, 1022974.7326173766 5272346.968451931, 1022974.7326173766 5271146.968451931, 1024174.7326173766 5271146.968451931))"
3946,"POLYGON ((1024174.7326173766 5272346.968451931, 1024174.7326173766 5273546.968451931, 1022974.7326173766 5273546.968451931, 1022974.7326173766 5272346.968451931, 1024174.7326173766 5272346.968451931))"
3947,"POLYGON ((1025374.7326173766 5269946.968451931, 1025374.7326173766 5271146.968451931, 1024174.7326173766 5271146.968451931, 1024174.7326173766 5269946.968451931, 1025374.7326173766 5269946.968451931))"
3948,"POLYGON ((1025374.7326173766 5271146.968451931, 1025374.7326173766 5272346.968451931, 1024174.7326173766 5272346.968451931, 1024174.7326173766 5271146.968451931, 1025374.7326173766 5271146.968451931))"
3949,"POLYGON ((1025374.7326173766 5272346.968451931, 1025374.7326173766 5273546.968451931, 1024174.7326173766 5273546.968451931, 1024174.7326173766 5272346.968451931, 1025374.7326173766 5272346.968451931))"
3950,"POLYGON ((1026574.7326173766 5271146.968451931, 1026574.7326173766 5272346.968451931, 1025374.7326173766 5272346.968451931, 1025374.7326173766 5271146.968451931, 1026574.7326173766 5271146.968451931))"
3951,"POLYGON ((1026574.7326173766 5272346.968451931, 1026574.7326173766 5273546.968451931, 1025374.7326173766 5273546.968451931, 1025374.7326173766 5272346.968451931, 1026574.7326173766 5272346.968451931))"
3952,"POLYGON ((1026574.7326173766 5273546.968451931, 1026574.7326173766 5274746.968451931, 1025374.7326173766 5274746.968451931, 1025374.7326173766 5273546.968451931, 1026574.7326173766 5273546.968451931))"
3953,"POLYGON ((1027774.7326173766 5268746.968451931, 1027774.7326173766 5269946.968451931, 1026574.7326173766 5269946.968451931, 1026574.7326173766 5268746.968451931, 1027774.7326173766 5268746.968451931))"
3954,"POLYGON ((1027774.7326173766 5269946.968451931, 1027774.7326173766 5271146.968451931, 1026574.7326173766 5271146.968451931, 1026574.7326173766 5269946.968451931, 1027774.7326173766 5269946.968451931))"
3955,"POLYGON ((1027774.7326173766 5271146.968451931, 1027774.7326173766 5272346.968451931, 1026574.7326173766 5272346.968451931, 1026574.7326173766 5271146.968451931, 1027774.7326173766 5271146.968451931))"
3956,"POLYGON ((1027774.7326173766 5272346.968451931, 1027774.7326173766 5273546.968451931, 1026574.7326173766 5273546.968451931, 1026574.7326173766 5272346.968451931, 1027774.7326173766 5272346.968451931))"
3957,"POLYGON ((1027774.7326173766 5273546.968451931, 1027774.7326173766 5274746.968451931, 1026574.7326173766 5274746.968451931, 1026574.7326173766 5273546.968451931, 1027774.7326173766 5273546.968451931))"
3958,"POLYGON ((1028974.7326173766 5268746.968451931, 1028974.7326173766 5269946.968451931, 1027774.7326173766 5269946.968451931, 1027774.7326173766 5268746.968451931, 1028974.7326173766 5268746.968451931))"
3959,"POLYGON ((1028974.7326173766 5269946.968451931, 1028974.7326173766 5271146.968451931, 1027774.7326173766 5271146.968451931, 1027774.7326173766 5269946.968451931, 1028974.7326173766 5269946.968451931))"
3960,"POLYGON ((1028974.7326173766 5271146.968451931, 1028974.7326173766 5272346.968451931, 1027774.7326173766 5272346.968451931, 1027774.7326173766 5271146.968451931, 1028974.7326173766 5271146.968451931))"
3961,"POLYGON ((1028974.7326173766 5272346.968451931, 1028974.7326173766 5273546.968451931, 1027774.7326173766 5273546.968451931, 1027774.7326173766 5272346.968451931, 1028974.7326173766 5272346.968451931))"
3962,"POLYGON ((1030174.7326173766 5266346.968451931, 1030174.7326173766 5267546.968451931, 1028974.7326173766 5267546.968451931, 1028974.7326173766 5266346.968451931, 1030174.7326173766 5266346.968451931))"
3963,"POLYGON ((1030174.7326173766 5268746.968451931, 1030174.7326173766 5269946.968451931, 1028974.7326173766 5269946.968451931, 1028974.7326173766 5268746.968451931, 1030174.7326173766 5268746.968451931))"
3964,"POLYGON ((1030174.7326173766 5269946.968451931, 1030174.7326173766 5271146.968451931, 1028974.7326173766 5271146.968451931, 1028974.7326173766 5269946.968451931, 1030174.7326173766 5269946.968451931))"
3965,"POLYGON ((1030174.7326173766 5271146.968451931, 1030174.7326173766 5272346.968451931, 1028974.7326173766 5272346.968451931, 1028974.7326173766 5271146.968451931, 1030174.7326173766 5271146.968451931))"
3966,"POLYGON ((1030174.7326173766 5272346.968451931, 1030174.7326173766 5273546.968451931, 1028974.7326173766 5273546.968451931, 1028974.7326173766 5272346.968451931, 1030174.7326173766 5272346.968451931))"
3967,"POLYGON ((1031374.7326173766 5266346.968451931, 1031374.7326173766 5267546.968451931, 1030174.7326173766 5267546.968451931, 1030174.7326173766 5266346.968451931, 1031374.7326173766 5266346.968451931))"
3968,"POLYGON ((1031374.7326173766 5267546.968451931, 1031374.7326173766 5268746.968451931, 1030174.7326173766 5268746.968451931, 1030174.7326173766 5267546.968451931, 1031374.7326173766 5267546.968451931))"
3969,"POLYGON ((1031374.7326173766 5268746.968451931, 1031374.7326173766 5269946.968451931, 1030174.7326173766 5269946.968451931, 1030174.7326173766 5268746.968451931, 1031374.7326173766 5268746.968451931))"
3970,"POLYGON ((1031374.7326173766 5269946.968451931, 1031374.7326173766 5271146.968451931, 1030174.7326173766 5271146.968451931, 1030174.7326173766 5269946.968451931, 1031374.7326173766 5269946.968451931))"
3971,"POLYGON ((1031374.7326173766 5271146.968451931, 1031374.7326173766 5272346.968451931, 1030174.7326173766 5272346.968451931, 1030174.7326173766 5271146.968451931, 1031374.7326173766 5271146.968451931))"
3972,"POLYGON ((1032574.7326173766 5265146.968451931, 1032574.7326173766 5266346.968451931, 1031374.7326173766 5266346.968451931, 1031374.7326173766 5265146.968451931, 1032574.7326173766 5265146.968451931))"
3973,"POLYGON ((1032574.7326173766 5266346.968451931, 1032574.7326173766 5267546.968451931, 1031374.7326173766 5267546.968451931, 1031374.7326173766 5266346.968451931, 1032574.7326173766 5266346.968451931))"
3974,"POLYGON ((1032574.7326173766 5267546.968451931, 1032574.7326173766 5268746.968451931, 1031374.7326173766 5268746.968451931, 1031374.7326173766 5267546.968451931, 1032574.7326173766 5267546.968451931))"
3975,"POLYGON ((1032574.7326173766 5268746.968451931, 1032574.7326173766 5269946.968451931, 1031374.7326173766 5269946.968451931, 1031374.7326173766 5268746.968451931, 1032574.7326173766 5268746.968451931))"
3976,"POLYGON ((1032574.7326173766 5269946.968451931, 1032574.7326173766 5271146.968451931, 1031374.7326173766 5271146.968451931, 1031374.7326173766 5269946.968451931, 1032574.7326173766 5269946.968451931))"
